date,game_name,event,domain,language,instances,visits,users
9/9/2025,Color Yellow,validation,CG,hi,15,15,15
9/9/2025,Color Yellow,validation,CG,mr,25,25,25
9/9/2025,Identification of all emotions,completed,SEL,hi,14,14,12
9/9/2025,Identification of all emotions,completed,SEL,mr,34,32,32
9/9/2025,Identification of all emotions,introduction,SEL,hi,38,31,32
9/9/2025,Identification of all emotions,introduction,SEL,mr,48,45,44
9/9/2025,Identification of all emotions,mid_introduction,SEL,hi,19,19,17
9/9/2025,Identification of all emotions,mid_introduction,SEL,mr,28,27,27
9/9/2025,Identification of all emotions,parent_poll,SEL,hi,6,6,4
9/9/2025,Identification of all emotions,parent_poll,SEL,mr,17,17,17
9/9/2025,Identification of all emotions,questions,SEL,hi,20,20,18
9/9/2025,Identification of all emotions,questions,SEL,mr,35,34,34
9/9/2025,Identification of all emotions,rewards,SEL,hi,13,13,11
9/9/2025,Identification of all emotions,rewards,SEL,mr,26,25,25
9/9/2025,Identification of all emotions,started,SEL,hi,45,33,36
9/9/2025,Identification of all emotions,started,SEL,mr,51,48,47
9/9/2025,Identification of all emotions,validation,SEL,hi,14,14,12
9/9/2025,Identification of all emotions,validation,SEL,mr,26,25,25
9/9/2025,Numbers Comparison,completed,NM,hi,5,5,5
9/9/2025,Numbers Comparison,completed,NM,mr,11,11,11
9/9/2025,Numbers Comparison,introduction,NM,hi,10,7,7
9/9/2025,Numbers Comparison,introduction,NM,mr,14,13,13
9/9/2025,Numbers Comparison,mid_introduction,NM,hi,4,4,4
9/9/2025,Numbers Comparison,mid_introduction,NM,mr,10,10,10
9/9/2025,Numbers Comparison,parent_poll,NM,hi,3,3,3
9/9/2025,Numbers Comparison,parent_poll,NM,mr,5,5,5
9/9/2025,Numbers Comparison,questions,NM,hi,5,5,5
9/9/2025,Numbers Comparison,questions,NM,mr,11,11,11
9/9/2025,Numbers Comparison,rewards,NM,hi,4,4,4
9/9/2025,Numbers Comparison,rewards,NM,mr,10,10,10
9/9/2025,Numbers Comparison,started,NM,hi,10,7,7
9/9/2025,Numbers Comparison,started,NM,mr,14,13,13
9/9/2025,Numbers Comparison,validation,NM,hi,4,4,4
9/9/2025,Numbers Comparison,validation,NM,mr,10,10,10
9/9/2025,Numbers I,completed,NM,hi,48,43,43
9/9/2025,Numbers I,completed,NM,mr,53,50,50
9/9/2025,Numbers I,introduction,NM,hi,58,51,51
9/9/2025,Numbers I,introduction,NM,mr,64,58,57
9/9/2025,Numbers I,mid_introduction,NM,hi,41,37,37
9/9/2025,Numbers I,mid_introduction,NM,mr,45,43,43
9/9/2025,Numbers I,parent_poll,NM,hi,15,15,15
9/9/2025,Numbers I,parent_poll,NM,mr,20,19,19
9/9/2025,Numbers I,questions,NM,hi,47,42,42
9/9/2025,Numbers I,questions,NM,mr,54,51,51
9/9/2025,Numbers I,rewards,NM,hi,42,38,38
9/9/2025,Numbers I,rewards,NM,mr,45,43,43
9/9/2025,Numbers I,started,NM,hi,58,51,51
9/9/2025,Numbers I,started,NM,mr,64,58,57
9/9/2025,Numbers I,validation,NM,hi,41,37,37
9/9/2025,Numbers I,validation,NM,mr,45,43,43
9/9/2025,Numbers II,completed,NM,hi,26,26,26
9/9/2025,Numbers II,completed,NM,mr,24,22,22
9/9/2025,Numbers II,introduction,NM,hi,34,34,34
9/9/2025,Numbers II,introduction,NM,mr,34,30,30
9/9/2025,Numbers II,mid_introduction,NM,hi,27,27,27
9/9/2025,Numbers II,mid_introduction,NM,mr,17,16,16
9/9/2025,Numbers II,parent_poll,NM,hi,16,16,16
9/9/2025,Numbers II,parent_poll,NM,mr,7,6,6
9/9/2025,Numbers II,questions,NM,hi,27,27,27
9/9/2025,Numbers II,questions,NM,mr,22,20,20
9/9/2025,Numbers II,rewards,NM,hi,27,27,27
9/9/2025,Numbers II,rewards,NM,mr,17,16,16
9/9/2025,Numbers II,started,NM,hi,35,35,35
9/9/2025,Numbers II,started,NM,mr,35,31,31
9/9/2025,Numbers II,validation,NM,hi,27,27,27
9/9/2025,Numbers II,validation,NM,mr,17,16,16
9/9/2025,Numerals 1-10,completed,NM,hi,780,770,763
9/9/2025,Numerals 1-10,completed,NM,mr,1041,1017,1006
9/9/2025,Numerals 1-10,introduction,NM,hi,1159,1106,1096
9/9/2025,Numerals 1-10,introduction,NM,mr,1590,1471,1463
9/9/2025,Numerals 1-10,mid_introduction,NM,hi,769,767,765
9/9/2025,Numerals 1-10,mid_introduction,NM,mr,1007,1004,1004
9/9/2025,Numerals 1-10,parent_poll,NM,hi,328,327,327
9/9/2025,Numerals 1-10,parent_poll,NM,mr,478,478,478
9/9/2025,Numerals 1-10,questions,NM,hi,826,820,818
9/9/2025,Numerals 1-10,questions,NM,mr,1073,1062,1062
9/9/2025,Numerals 1-10,rewards,NM,hi,702,699,698
9/9/2025,Numerals 1-10,rewards,NM,mr,914,912,912
9/9/2025,Numerals 1-10,started,NM,hi,1352,1258,1254
9/9/2025,Numerals 1-10,started,NM,mr,1864,1679,1692
9/9/2025,Numerals 1-10,validation,NM,hi,749,747,745
9/9/2025,Numerals 1-10,validation,NM,mr,987,984,985
9/9/2025,Primary Emotion Labelling,completed,SEL,hi,17,17,17
9/9/2025,Primary Emotion Labelling,completed,SEL,mr,23,20,19
9/9/2025,Primary Emotion Labelling,introduction,SEL,hi,24,22,20
9/9/2025,Primary Emotion Labelling,introduction,SEL,mr,28,24,23
9/9/2025,Primary Emotion Labelling,mid_introduction,SEL,hi,18,18,18
9/9/2025,Primary Emotion Labelling,mid_introduction,SEL,mr,21,18,17
9/9/2025,Primary Emotion Labelling,parent_poll,SEL,hi,3,3,3
9/9/2025,Primary Emotion Labelling,parent_poll,SEL,mr,13,12,12
9/9/2025,Primary Emotion Labelling,questions,SEL,hi,20,20,19
9/9/2025,Primary Emotion Labelling,questions,SEL,mr,22,19,18
9/9/2025,Primary Emotion Labelling,rewards,SEL,hi,16,16,16
9/9/2025,Primary Emotion Labelling,rewards,SEL,mr,20,17,16
9/9/2025,Primary Emotion Labelling,started,SEL,hi,25,23,21
9/9/2025,Primary Emotion Labelling,started,SEL,mr,30,25,24
9/9/2025,Primary Emotion Labelling,validation,SEL,hi,16,16,16
9/9/2025,Primary Emotion Labelling,validation,SEL,mr,21,18,17
9/9/2025,Quantitative Comparison,completed,NM,hi,14,13,13
9/9/2025,Quantitative Comparison,completed,NM,mr,25,24,24
9/9/2025,Quantitative Comparison,introduction,NM,hi,16,15,15
9/9/2025,Quantitative Comparison,introduction,NM,mr,32,30,30
9/9/2025,Quantitative Comparison,mid_introduction,NM,hi,11,11,11
9/9/2025,Quantitative Comparison,mid_introduction,NM,mr,22,22,22
9/9/2025,Quantitative Comparison,parent_poll,NM,hi,2,2,2
9/9/2025,Quantitative Comparison,parent_poll,NM,mr,13,13,13
9/9/2025,Quantitative Comparison,questions,NM,hi,14,13,13
9/9/2025,Quantitative Comparison,questions,NM,mr,23,23,23
9/9/2025,Quantitative Comparison,rewards,NM,hi,11,11,11
9/9/2025,Quantitative Comparison,rewards,NM,mr,21,21,21
9/9/2025,Quantitative Comparison,started,NM,hi,16,15,15
9/9/2025,Quantitative Comparison,started,NM,mr,34,32,32
9/9/2025,Quantitative Comparison,validation,NM,hi,11,11,11
9/9/2025,Quantitative Comparison,validation,NM,mr,22,22,22
9/9/2025,Relational Comparison,completed,CG,hi,11,11,11
9/9/2025,Relational Comparison,completed,CG,mr,18,18,18
9/9/2025,Relational Comparison,introduction,CG,hi,15,15,15
9/9/2025,Relational Comparison,introduction,CG,mr,21,20,20
9/9/2025,Relational Comparison,mid_introduction,CG,hi,11,11,11
9/9/2025,Relational Comparison,mid_introduction,CG,mr,15,15,15
9/9/2025,Relational Comparison,parent_poll,CG,hi,4,4,4
9/9/2025,Relational Comparison,parent_poll,CG,mr,5,5,5
9/9/2025,Relational Comparison,questions,CG,hi,11,11,11
9/9/2025,Relational Comparison,questions,CG,mr,19,19,19
9/9/2025,Relational Comparison,rewards,CG,hi,11,11,11
9/9/2025,Relational Comparison,rewards,CG,mr,13,13,13
9/9/2025,Relational Comparison,started,CG,hi,15,15,15
9/9/2025,Relational Comparison,started,CG,mr,21,20,20
9/9/2025,Relational Comparison,validation,CG,hi,11,11,11
9/9/2025,Relational Comparison,validation,CG,mr,15,15,15
9/9/2025,Relational Comparison II,completed,CG,hi,44,44,44
9/9/2025,Relational Comparison II,completed,CG,mr,51,48,48
9/9/2025,Relational Comparison II,introduction,CG,hi,65,60,59
9/9/2025,Relational Comparison II,introduction,CG,mr,85,81,83
9/9/2025,Relational Comparison II,mid_introduction,CG,hi,49,49,49
9/9/2025,Relational Comparison II,mid_introduction,CG,mr,50,50,50
9/9/2025,Relational Comparison II,parent_poll,CG,hi,20,20,20
9/9/2025,Relational Comparison II,parent_poll,CG,mr,20,20,20
9/9/2025,Relational Comparison II,questions,CG,hi,49,49,49
9/9/2025,Relational Comparison II,questions,CG,mr,55,53,54
9/9/2025,Relational Comparison II,rewards,CG,hi,43,43,43
9/9/2025,Relational Comparison II,rewards,CG,mr,43,43,43
9/9/2025,Relational Comparison II,started,CG,hi,75,70,68
9/9/2025,Relational Comparison II,started,CG,mr,109,101,103
9/9/2025,Relational Comparison II,validation,CG,hi,47,47,47
9/9/2025,Relational Comparison II,validation,CG,mr,46,46,46
9/9/2025,Revision Colors,completed,CG,hi,18,18,18
9/9/2025,Revision Colors,completed,CG,mr,23,23,23
9/9/2025,Revision Colors,introduction,CG,hi,19,19,19
9/9/2025,Revision Colors,introduction,CG,mr,32,31,31
9/9/2025,Revision Colors,mid_introduction,CG,hi,15,15,15
9/9/2025,Revision Colors,mid_introduction,CG,mr,21,21,21
9/9/2025,Revision Colors,parent_poll,CG,hi,6,6,6
9/9/2025,Revision Colors,parent_poll,CG,mr,11,11,11
9/9/2025,Revision Colors,questions,CG,hi,17,17,17
9/9/2025,Revision Colors,questions,CG,mr,23,23,23
9/9/2025,Revision Colors,rewards,CG,hi,15,15,15
9/9/2025,Revision Colors,rewards,CG,mr,18,18,18
9/9/2025,Revision Colors,started,CG,hi,20,20,20
9/9/2025,Revision Colors,started,CG,mr,41,37,37
9/9/2025,Revision Colors,validation,CG,hi,15,15,15
9/9/2025,Revision Colors,validation,CG,mr,20,20,20
9/9/2025,Revision Shapes,completed,CG,hi,7,7,7
9/9/2025,Revision Shapes,completed,CG,mr,8,7,7
9/9/2025,Revision Shapes,introduction,CG,hi,11,11,11
9/9/2025,Revision Shapes,introduction,CG,mr,9,8,8
9/9/2025,Revision Shapes,mid_introduction,CG,hi,6,6,6
9/9/2025,Revision Shapes,mid_introduction,CG,mr,5,5,5
9/9/2025,Revision Shapes,parent_poll,CG,hi,2,2,2
9/9/2025,Revision Shapes,parent_poll,CG,mr,2,2,2
9/9/2025,Revision Shapes,questions,CG,hi,6,6,6
9/9/2025,Revision Shapes,questions,CG,mr,7,7,7
9/9/2025,Revision Shapes,rewards,CG,hi,6,6,6
9/9/2025,Revision Shapes,rewards,CG,mr,5,5,5
9/9/2025,Revision Shapes,started,CG,hi,11,11,11
9/9/2025,Revision Shapes,started,CG,mr,9,8,8
9/9/2025,Revision Shapes,validation,CG,hi,6,6,6
9/9/2025,Revision Shapes,validation,CG,mr,4,4,4
9/9/2025,Rhyming Words,completed,LL,hi,22,21,20
9/9/2025,Rhyming Words,completed,LL,mr,26,24,24
9/9/2025,Rhyming Words,introduction,LL,hi,25,24,22
9/9/2025,Rhyming Words,introduction,LL,mr,33,31,30
9/9/2025,Rhyming Words,mid_introduction,LL,hi,9,9,9
9/9/2025,Rhyming Words,mid_introduction,LL,mr,18,18,18
9/9/2025,Rhyming Words,parent_poll,LL,hi,7,7,7
9/9/2025,Rhyming Words,parent_poll,LL,mr,8,8,8
9/9/2025,Rhyming Words,questions,LL,hi,22,21,20
9/9/2025,Rhyming Words,questions,LL,mr,26,24,24
9/9/2025,Rhyming Words,rewards,LL,hi,10,10,10
9/9/2025,Rhyming Words,rewards,LL,mr,18,18,18
9/9/2025,Rhyming Words,started,LL,hi,25,24,22
9/9/2025,Rhyming Words,started,LL,mr,33,31,30
9/9/2025,Rhyming Words,validation,LL,hi,9,9,9
9/9/2025,Rhyming Words,validation,LL,mr,18,18,18
9/9/2025,Shape Circle,completed,CG,hi,387,349,348
9/9/2025,Shape Circle,completed,CG,mr,523,473,465
9/9/2025,Shape Circle,introduction,CG,hi,505,431,422
9/9/2025,Shape Circle,introduction,CG,mr,663,578,557
9/9/2025,Shape Circle,mid_introduction,CG,hi,307,287,287
9/9/2025,Shape Circle,mid_introduction,CG,mr,448,422,416
9/9/2025,Shape Circle,parent_poll,CG,hi,110,106,106
9/9/2025,Shape Circle,parent_poll,CG,mr,202,195,193
9/9/2025,Shape Circle,questions,CG,hi,398,359,358
9/9/2025,Shape Circle,questions,CG,mr,527,480,472
9/9/2025,Shape Circle,rewards,CG,hi,286,267,267
9/9/2025,Shape Circle,rewards,CG,mr,423,397,391
9/9/2025,Shape Circle,started,CG,hi,510,436,427
9/9/2025,Shape Circle,started,CG,mr,672,582,560
9/9/2025,Shape Circle,validation,CG,hi,291,272,272
9/9/2025,Shape Circle,validation,CG,mr,434,408,402
9/9/2025,Shape Rectangle,completed,CG,hi,26,26,26
9/9/2025,Shape Rectangle,completed,CG,mr,80,80,80
9/9/2025,Shape Rectangle,introduction,CG,hi,44,43,44
9/9/2025,Shape Rectangle,introduction,CG,mr,125,115,116
9/9/2025,Shape Rectangle,mid_introduction,CG,hi,24,24,24
9/9/2025,Shape Rectangle,mid_introduction,CG,mr,72,71,71
9/9/2025,Shape Rectangle,parent_poll,CG,hi,13,13,13
9/9/2025,Shape Rectangle,parent_poll,CG,mr,36,35,35
9/9/2025,Shape Rectangle,questions,CG,hi,29,29,29
9/9/2025,Shape Rectangle,questions,CG,mr,80,79,79
9/9/2025,Shape Rectangle,rewards,CG,hi,21,21,21
9/9/2025,Shape Rectangle,rewards,CG,mr,64,63,63
9/9/2025,Shape Rectangle,started,CG,hi,47,46,47
9/9/2025,Shape Rectangle,started,CG,mr,124,113,114
9/9/2025,Shape Rectangle,validation,CG,hi,24,24,24
9/9/2025,Shape Rectangle,validation,CG,mr,67,66,66
9/9/2025,Shape Square,completed,CG,hi,15,15,15
9/9/2025,Shape Square,completed,CG,mr,17,17,17
9/9/2025,Shape Square,introduction,CG,hi,18,17,17
9/9/2025,Shape Square,introduction,CG,mr,20,20,20
9/9/2025,Shape Square,mid_introduction,CG,hi,13,13,13
9/9/2025,Shape Square,mid_introduction,CG,mr,11,11,11
9/9/2025,Shape Square,parent_poll,CG,hi,8,8,8
9/9/2025,Shape Square,parent_poll,CG,mr,6,6,6
9/9/2025,Shape Square,questions,CG,hi,15,15,15
9/9/2025,Shape Square,questions,CG,mr,16,16,16
9/9/2025,Shape Square,rewards,CG,hi,13,13,13
9/9/2025,Shape Square,rewards,CG,mr,11,11,11
9/9/2025,Shape Square,started,CG,hi,21,20,20
9/9/2025,Shape Square,started,CG,mr,20,20,20
9/9/2025,Shape Square,validation,CG,hi,13,13,13
9/9/2025,Shape Square,validation,CG,mr,11,11,11
9/9/2025,Shape Triangle,completed,CG,hi,46,45,45
9/9/2025,Shape Triangle,completed,CG,mr,55,52,52
9/9/2025,Shape Triangle,introduction,CG,hi,61,59,59
9/9/2025,Shape Triangle,introduction,CG,mr,76,70,68
9/9/2025,Shape Triangle,mid_introduction,CG,hi,41,40,40
9/9/2025,Shape Triangle,mid_introduction,CG,mr,48,46,46
9/9/2025,Shape Triangle,parent_poll,CG,hi,20,20,20
9/9/2025,Shape Triangle,parent_poll,CG,mr,28,26,26
9/9/2025,Shape Triangle,questions,CG,hi,47,46,46
9/9/2025,Shape Triangle,questions,CG,mr,57,54,53
9/9/2025,Shape Triangle,rewards,CG,hi,41,40,40
9/9/2025,Shape Triangle,rewards,CG,mr,45,43,43
9/9/2025,Shape Triangle,started,CG,hi,61,59,59
9/9/2025,Shape Triangle,started,CG,mr,78,72,70
9/9/2025,Shape Triangle,validation,CG,hi,41,40,40
9/9/2025,Shape Triangle,validation,CG,mr,47,45,45
9/10/2025,Beginning Sounds Ma/Ka/La,completed,LL,hi,31,31,31
9/10/2025,Beginning Sounds Ma/Ka/La,completed,LL,mr,59,57,57
9/10/2025,Beginning Sounds Ma/Ka/La,introduction,LL,hi,35,34,34
9/10/2025,Beginning Sounds Ma/Ka/La,introduction,LL,mr,78,72,72
9/10/2025,Beginning Sounds Ma/Ka/La,mid_introduction,LL,hi,24,24,24
9/10/2025,Beginning Sounds Ma/Ka/La,mid_introduction,LL,mr,54,54,54
9/10/2025,Beginning Sounds Ma/Ka/La,parent_poll,LL,hi,12,12,12
9/10/2025,Beginning Sounds Ma/Ka/La,parent_poll,LL,mr,32,32,32
9/10/2025,Beginning Sounds Ma/Ka/La,questions,LL,hi,29,29,29
9/10/2025,Beginning Sounds Ma/Ka/La,questions,LL,mr,59,58,58
9/10/2025,Beginning Sounds Ma/Ka/La,rewards,LL,hi,24,24,24
9/10/2025,Beginning Sounds Ma/Ka/La,rewards,LL,mr,52,52,52
9/10/2025,Beginning Sounds Ma/Ka/La,started,LL,hi,35,34,34
9/10/2025,Beginning Sounds Ma/Ka/La,started,LL,mr,78,72,72
9/10/2025,Beginning Sounds Ma/Ka/La,validation,LL,hi,24,24,24
9/10/2025,Beginning Sounds Ma/Ka/La,validation,LL,mr,53,53,53
9/10/2025,Beginning Sounds Pa/Cha/Sa,completed,LL,hi,1150,1115,1112
9/10/2025,Beginning Sounds Pa/Cha/Sa,completed,LL,mr,1733,1703,1703
9/10/2025,Beginning Sounds Pa/Cha/Sa,introduction,LL,hi,2105,1793,1821
9/10/2025,Beginning Sounds Pa/Cha/Sa,introduction,LL,mr,3639,3019,3079
9/10/2025,Beginning Sounds Pa/Cha/Sa,mid_introduction,LL,hi,1173,1159,1159
9/10/2025,Beginning Sounds Pa/Cha/Sa,mid_introduction,LL,mr,1848,1823,1826
9/10/2025,Beginning Sounds Pa/Cha/Sa,parent_poll,LL,hi,473,470,470
9/10/2025,Beginning Sounds Pa/Cha/Sa,parent_poll,LL,mr,897,896,897
9/10/2025,Beginning Sounds Pa/Cha/Sa,questions,LL,hi,1220,1190,1190
9/10/2025,Beginning Sounds Pa/Cha/Sa,questions,LL,mr,1902,1868,1871
9/10/2025,Beginning Sounds Pa/Cha/Sa,rewards,LL,hi,1072,1067,1066
9/10/2025,Beginning Sounds Pa/Cha/Sa,rewards,LL,mr,1655,1653,1653
9/10/2025,Beginning Sounds Pa/Cha/Sa,started,LL,hi,2173,1842,1878
9/10/2025,Beginning Sounds Pa/Cha/Sa,started,LL,mr,3794,3104,3181
9/10/2025,Beginning Sounds Pa/Cha/Sa,validation,LL,hi,1129,1119,1119
9/10/2025,Beginning Sounds Pa/Cha/Sa,validation,LL,mr,1750,1739,1741
9/10/2025,Color Blue,completed,CG,hi,12,10,10
9/10/2025,Color Blue,completed,CG,mr,27,25,25
9/10/2025,Color Blue,introduction,CG,hi,15,13,13
9/10/2025,Color Blue,introduction,CG,mr,28,26,26
9/10/2025,Color Blue,mid_introduction,CG,hi,11,10,10
9/10/2025,Color Blue,mid_introduction,CG,mr,19,18,18
9/10/2025,Color Blue,parent_poll,CG,hi,2,2,2
9/10/2025,Color Blue,parent_poll,CG,mr,9,8,8
9/10/2025,Color Blue,questions,CG,hi,11,10,10
9/10/2025,Color Blue,questions,CG,mr,26,24,24
9/10/2025,Color Blue,rewards,CG,hi,11,10,10
9/10/2025,Color Blue,rewards,CG,mr,18,17,17
9/10/2025,Color Blue,started,CG,hi,15,13,13
9/10/2025,Color Blue,started,CG,mr,29,27,27
9/10/2025,Color Blue,validation,CG,hi,11,10,10
9/10/2025,Color Blue,validation,CG,mr,18,17,17
9/10/2025,Color Red,completed,CG,hi,166,163,163
9/10/2025,Color Red,completed,CG,mr,285,261,261
9/10/2025,Color Red,introduction,CG,hi,229,212,210
9/10/2025,Color Red,introduction,CG,mr,364,322,320
9/10/2025,Color Red,mid_introduction,CG,hi,136,134,134
9/10/2025,Color Red,mid_introduction,CG,mr,238,228,228
9/10/2025,Color Red,parent_poll,CG,hi,56,56,56
9/10/2025,Color Red,parent_poll,CG,mr,102,101,101
9/10/2025,Color Red,questions,CG,hi,177,171,171
9/10/2025,Color Red,questions,CG,mr,285,262,262
9/10/2025,Color Red,rewards,CG,hi,133,132,132
9/10/2025,Color Red,rewards,CG,mr,226,217,217
9/10/2025,Color Red,started,CG,hi,230,213,211
9/10/2025,Color Red,started,CG,mr,370,327,325
9/10/2025,Color Red,validation,CG,hi,135,134,134
9/10/2025,Color Red,validation,CG,mr,233,224,224
9/10/2025,Color Yellow,completed,CG,hi,29,28,28
9/10/2025,Color Yellow,completed,CG,mr,49,47,47
9/10/2025,Color Yellow,introduction,CG,hi,33,31,31
9/10/2025,Color Yellow,introduction,CG,mr,55,52,52
9/10/2025,Color Yellow,mid_introduction,CG,hi,29,29,29
9/10/2025,Color Yellow,mid_introduction,CG,mr,42,42,42
9/10/2025,Color Yellow,parent_poll,CG,hi,13,13,13
9/10/2025,Color Yellow,parent_poll,CG,mr,19,19,19
9/10/2025,Color Yellow,questions,CG,hi,30,29,29
9/10/2025,Color Yellow,questions,CG,mr,50,48,48
9/10/2025,Color Yellow,rewards,CG,hi,26,26,26
9/10/2025,Color Yellow,rewards,CG,mr,42,42,42
9/10/2025,Color Yellow,started,CG,hi,33,31,31
9/10/2025,Color Yellow,started,CG,mr,56,53,52
9/10/2025,Color Yellow,validation,CG,hi,26,26,26
9/10/2025,Color Yellow,validation,CG,mr,42,42,42
9/10/2025,Identification of all emotions,completed,SEL,hi,20,18,18
9/10/2025,Identification of all emotions,completed,SEL,mr,34,33,33
9/10/2025,Identification of all emotions,introduction,SEL,hi,26,24,23
9/10/2025,Identification of all emotions,introduction,SEL,mr,51,46,47
9/10/2025,Identification of all emotions,mid_introduction,SEL,hi,17,16,16
9/10/2025,Identification of all emotions,mid_introduction,SEL,mr,30,29,29
9/10/2025,Identification of all emotions,parent_poll,SEL,hi,9,9,9
9/10/2025,Identification of all emotions,parent_poll,SEL,mr,19,18,18
9/10/2025,Identification of all emotions,questions,SEL,hi,19,17,17
9/10/2025,Identification of all emotions,questions,SEL,mr,32,31,31
9/10/2025,Identification of all emotions,rewards,SEL,hi,17,16,16
9/10/2025,Identification of all emotions,rewards,SEL,mr,28,27,27
9/10/2025,Identification of all emotions,started,SEL,hi,29,25,24
9/10/2025,Identification of all emotions,started,SEL,mr,53,46,47
9/10/2025,Identification of all emotions,validation,SEL,hi,17,16,16
9/10/2025,Identification of all emotions,validation,SEL,mr,28,27,27
9/10/2025,Numbers Comparison,completed,NM,hi,4,4,4
9/10/2025,Numbers Comparison,completed,NM,mr,11,10,10
9/10/2025,Numbers Comparison,introduction,NM,hi,8,8,8
9/10/2025,Numbers Comparison,introduction,NM,mr,14,12,12
9/10/2025,Numbers Comparison,mid_introduction,NM,hi,4,4,4
9/10/2025,Numbers Comparison,mid_introduction,NM,mr,6,6,6
9/10/2025,Numbers Comparison,parent_poll,NM,hi,2,2,2
9/10/2025,Numbers Comparison,parent_poll,NM,mr,4,4,4
9/10/2025,Numbers Comparison,questions,NM,hi,4,4,4
9/10/2025,Numbers Comparison,questions,NM,mr,9,8,8
9/10/2025,Numbers Comparison,rewards,NM,hi,4,4,4
9/10/2025,Numbers Comparison,rewards,NM,mr,6,6,6
9/10/2025,Numbers Comparison,started,NM,hi,8,8,8
9/10/2025,Numbers Comparison,started,NM,mr,14,12,12
9/10/2025,Numbers Comparison,validation,NM,hi,4,4,4
9/10/2025,Numbers Comparison,validation,NM,mr,6,6,6
9/10/2025,Numbers I,completed,NM,hi,64,63,62
9/10/2025,Numbers I,completed,NM,mr,59,55,55
9/10/2025,Numbers I,introduction,NM,hi,71,70,69
9/10/2025,Numbers I,introduction,NM,mr,80,73,73
9/10/2025,Numbers I,mid_introduction,NM,hi,59,59,58
9/10/2025,Numbers I,mid_introduction,NM,mr,50,48,48
9/10/2025,Numbers I,parent_poll,NM,hi,24,24,24
9/10/2025,Numbers I,parent_poll,NM,mr,37,36,36
9/10/2025,Numbers I,questions,NM,hi,64,63,62
9/10/2025,Numbers I,questions,NM,mr,61,57,57
9/10/2025,Numbers I,rewards,NM,hi,57,57,56
9/10/2025,Numbers I,rewards,NM,mr,46,45,45
9/10/2025,Numbers I,started,NM,hi,72,70,69
9/10/2025,Numbers I,started,NM,mr,84,76,76
9/10/2025,Numbers I,validation,NM,hi,59,59,58
9/10/2025,Numbers I,validation,NM,mr,49,47,47
9/10/2025,Numbers II,completed,NM,hi,38,36,36
9/10/2025,Numbers II,completed,NM,mr,30,30,30
9/10/2025,Numbers II,introduction,NM,hi,51,48,48
9/10/2025,Numbers II,introduction,NM,mr,37,37,37
9/10/2025,Numbers II,mid_introduction,NM,hi,38,36,36
9/10/2025,Numbers II,mid_introduction,NM,mr,22,22,22
9/10/2025,Numbers II,parent_poll,NM,hi,15,15,15
9/10/2025,Numbers II,parent_poll,NM,mr,9,9,9
9/10/2025,Numbers II,questions,NM,hi,40,38,38
9/10/2025,Numbers II,questions,NM,mr,28,28,28
9/10/2025,Numbers II,rewards,NM,hi,35,33,33
9/10/2025,Numbers II,rewards,NM,mr,20,20,20
9/10/2025,Numbers II,started,NM,hi,55,52,52
9/10/2025,Numbers II,started,NM,mr,37,37,37
9/10/2025,Numbers II,validation,NM,hi,37,35,35
9/10/2025,Numbers II,validation,NM,mr,20,20,20
9/10/2025,Numerals 1-10,completed,NM,hi,221,220,219
9/10/2025,Numerals 1-10,completed,NM,mr,351,345,339
9/10/2025,Numerals 1-10,introduction,NM,hi,352,337,337
9/10/2025,Numerals 1-10,introduction,NM,mr,550,515,513
9/10/2025,Numerals 1-10,mid_introduction,NM,hi,210,210,210
9/10/2025,Numerals 1-10,mid_introduction,NM,mr,327,324,324
9/10/2025,Numerals 1-10,parent_poll,NM,hi,86,86,86
9/10/2025,Numerals 1-10,parent_poll,NM,mr,150,150,150
9/10/2025,Numerals 1-10,questions,NM,hi,233,233,233
9/10/2025,Numerals 1-10,questions,NM,mr,357,353,352
9/10/2025,Numerals 1-10,rewards,NM,hi,192,192,192
9/10/2025,Numerals 1-10,rewards,NM,mr,289,287,287
9/10/2025,Numerals 1-10,started,NM,hi,436,402,407
9/10/2025,Numerals 1-10,started,NM,mr,647,592,594
9/10/2025,Numerals 1-10,validation,NM,hi,205,205,205
9/10/2025,Numerals 1-10,validation,NM,mr,322,319,319
9/10/2025,Primary Emotion Labelling,completed,SEL,hi,13,13,13
9/10/2025,Primary Emotion Labelling,completed,SEL,mr,28,25,25
9/10/2025,Primary Emotion Labelling,introduction,SEL,hi,21,19,19
9/10/2025,Primary Emotion Labelling,introduction,SEL,mr,37,31,30
9/10/2025,Primary Emotion Labelling,mid_introduction,SEL,hi,14,14,14
9/10/2025,Primary Emotion Labelling,mid_introduction,SEL,mr,26,23,23
9/10/2025,Primary Emotion Labelling,parent_poll,SEL,hi,5,5,5
9/10/2025,Primary Emotion Labelling,parent_poll,SEL,mr,16,14,14
9/10/2025,Primary Emotion Labelling,questions,SEL,hi,14,14,14
9/10/2025,Primary Emotion Labelling,questions,SEL,mr,28,25,25
9/10/2025,Primary Emotion Labelling,rewards,SEL,hi,13,13,13
9/10/2025,Primary Emotion Labelling,rewards,SEL,mr,26,23,23
9/10/2025,Primary Emotion Labelling,started,SEL,hi,21,19,19
9/10/2025,Primary Emotion Labelling,started,SEL,mr,41,34,33
9/10/2025,Primary Emotion Labelling,validation,SEL,hi,13,13,13
9/10/2025,Primary Emotion Labelling,validation,SEL,mr,26,23,23
9/10/2025,Quantitative Comparison,completed,NM,hi,11,11,11
