period_label,game_name,instance_count,period_type
2025-07-30,Relational Comparison,252,Daily
2025-07-31,Relational Comparison,231,Daily
2025-08-01,Relational Comparison,293,Daily
2025-08-02,Relational Comparison,165,Daily
2025-08-03,Relational Comparison,59,Daily
2025-08-04,Relational Comparison,26,Daily
2025-08-05,Relational Comparison,24,Daily
2025-08-06,Relational Comparison,128,Daily
2025-08-07,Relational Comparison,119,Daily
2025-08-08,Relational Comparison,209,Daily
2025-08-09,Relational Comparison,208,Daily
2025-08-10,Relational Comparison,142,Daily
2025-08-11,Relational Comparison,63,Daily
2025-08-12,Relational Comparison,145,Daily
2025-08-13,Relational Comparison,165,Daily
2025-08-14,Relational Comparison,108,Daily
2025-08-15,Relational Comparison,164,Daily
2025-08-16,Relational Comparison,183,Daily
2025-08-17,Relational Comparison,98,Daily
2025-08-18,Relational Comparison,106,Daily
2025-08-19,Relational Comparison,111,Daily
2025-08-20,Relational Comparison,152,Daily
2025-08-21,Relational Comparison,106,Daily
2025-08-22,Relational Comparison,126,Daily
2025-08-23,Relational Comparison,169,Daily
2025-08-24,Relational Comparison,105,Daily
2025-08-25,Relational Comparison,65,Daily
2025-08-26,Relational Comparison,39,Daily
2025-08-27,Relational Comparison,72,Daily
2025-08-28,Relational Comparison,71,Daily
2025-08-29,Relational Comparison,54,Daily
2025-08-30,Relational Comparison,51,Daily
2025-08-31,Relational Comparison,39,Daily
2025-09-01,Relational Comparison,82,Daily
2025-09-02,Relational Comparison,61,Daily
2025-09-03,Relational Comparison,19,Daily
2025-09-04,Relational Comparison,15,Daily
2025-09-05,Relational Comparison,24,Daily
2025-09-06,Relational Comparison,20,Daily
2025-09-07,Relational Comparison,8,Daily
2025-09-08,Relational Comparison,28,Daily
2025-09-09,Relational Comparison,28,Daily
2025-09-10,Relational Comparison,38,Daily
2025-09-11,Relational Comparison,42,Daily
2025-09-12,Relational Comparison,55,Daily
2025-09-13,Relational Comparison,47,Daily
2025-09-14,Relational Comparison,69,Daily
2025-09-15,Relational Comparison,70,Daily
2025-09-16,Relational Comparison,78,Daily
2025-09-17,Relational Comparison,76,Daily
2025-09-18,Relational Comparison,46,Daily
2025-09-19,Relational Comparison,70,Daily
2025-09-20,Relational Comparison,65,Daily
2025-09-21,Relational Comparison,45,Daily
2025-09-22,Relational Comparison,77,Daily
2025-09-23,Relational Comparison,61,Daily
2025-09-24,Relational Comparison,53,Daily
2025-09-25,Relational Comparison,45,Daily
2025-09-26,Relational Comparison,76,Daily
2025-09-27,Relational Comparison,69,Daily
2025-09-28,Relational Comparison,39,Daily
2025-09-29,Relational Comparison,54,Daily
2025-09-30,Relational Comparison,39,Daily
2025-10-01,Relational Comparison,28,Daily
2025-10-02,Relational Comparison,11,Daily
2025-10-03,Relational Comparison,26,Daily
2025-10-04,Relational Comparison,22,Daily
2025-10-05,Relational Comparison,14,Daily
2025-10-06,Relational Comparison,14,Daily
2025-10-07,Relational Comparison,17,Daily
2025-10-08,Relational Comparison,16,Daily
2025-10-09,Relational Comparison,25,Daily
2025-10-10,Relational Comparison,37,Daily
2025-10-11,Relational Comparison,25,Daily
2025-10-12,Relational Comparison,18,Daily
2025-10-13,Relational Comparison,21,Daily
2025-10-14,Relational Comparison,19,Daily
2025-10-15,Relational Comparison,32,Daily
2025-10-16,Relational Comparison,28,Daily
2025-10-17,Relational Comparison,24,Daily
2025-10-18,Relational Comparison,33,Daily
2025-10-19,Relational Comparison,25,Daily
2025-10-20,Relational Comparison,27,Daily
2025-10-21,Relational Comparison,27,Daily
2025-10-22,Relational Comparison,17,Daily
2025-10-23,Relational Comparison,36,Daily
2025-10-24,Relational Comparison,36,Daily
2025-10-25,Relational Comparison,28,Daily
2025-10-26,Relational Comparison,19,Daily
2025-10-27,Relational Comparison,23,Daily
2025-10-28,Relational Comparison,21,Daily
2025-10-29,Relational Comparison,20,Daily
2025-10-30,Relational Comparison,28,Daily
2025-10-31,Relational Comparison,44,Daily
2025-11-01,Relational Comparison,39,Daily
2025-11-02,Relational Comparison,21,Daily
2025-11-03,Relational Comparison,1,Daily
2025_30,Relational Comparison,1050,Weekly
2025_31,Relational Comparison,1014,Weekly
2025_32,Relational Comparison,935,Weekly
2025_33,Relational Comparison,762,Weekly
2025_34,Relational Comparison,430,Weekly
2025_35,Relational Comparison,142,Weekly
2025_36,Relational Comparison,399,Weekly
2025_37,Relational Comparison,440,Weekly
2025_38,Relational Comparison,375,Weekly
2025_39,Relational Comparison,132,Weekly
2025_40,Relational Comparison,161,Weekly
2025_41,Relational Comparison,196,Weekly
2025_42,Relational Comparison,180,Weekly
2025_43,Relational Comparison,153,Weekly
2025-07,Relational Comparison,483,Monthly
2025-08,Relational Comparison,3565,Monthly
2025-09,Relational Comparison,1499,Monthly
2025-10,Relational Comparison,761,Monthly
2025-11,Relational Comparison,61,Monthly
2025-09-12,Sorting Primary Colors,63,Daily
2025-09-13,Sorting Primary Colors,74,Daily
2025-09-14,Sorting Primary Colors,82,Daily
2025-09-15,Sorting Primary Colors,49,Daily
2025-09-16,Sorting Primary Colors,101,Daily
2025-09-17,Sorting Primary Colors,303,Daily
2025-09-18,Sorting Primary Colors,268,Daily
2025-09-19,Sorting Primary Colors,492,Daily
2025-09-20,Sorting Primary Colors,6922,Daily
2025-09-21,Sorting Primary Colors,3186,Daily
2025-09-22,Sorting Primary Colors,4579,Daily
2025-09-23,Sorting Primary Colors,2483,Daily
2025-09-24,Sorting Primary Colors,1049,Daily
2025-09-25,Sorting Primary Colors,463,Daily
2025-09-26,Sorting Primary Colors,471,Daily
2025-09-27,Sorting Primary Colors,399,Daily
2025-09-28,Sorting Primary Colors,224,Daily
2025-09-29,Sorting Primary Colors,226,Daily
2025-09-30,Sorting Primary Colors,189,Daily
2025-10-01,Sorting Primary Colors,381,Daily
2025-10-02,Sorting Primary Colors,299,Daily
2025-10-03,Sorting Primary Colors,508,Daily
2025-10-04,Sorting Primary Colors,523,Daily
2025-10-05,Sorting Primary Colors,305,Daily
2025-10-06,Sorting Primary Colors,572,Daily
2025-10-07,Sorting Primary Colors,494,Daily
2025-10-08,Sorting Primary Colors,376,Daily
2025-10-09,Sorting Primary Colors,195,Daily
2025-10-10,Sorting Primary Colors,182,Daily
2025-10-11,Sorting Primary Colors,263,Daily
2025-10-12,Sorting Primary Colors,201,Daily
2025-10-13,Sorting Primary Colors,239,Daily
2025-10-14,Sorting Primary Colors,290,Daily
2025-10-15,Sorting Primary Colors,251,Daily
2025-10-16,Sorting Primary Colors,141,Daily
2025-10-17,Sorting Primary Colors,141,Daily
2025-10-18,Sorting Primary Colors,156,Daily
2025-10-19,Sorting Primary Colors,130,Daily
2025-10-20,Sorting Primary Colors,108,Daily
2025-10-21,Sorting Primary Colors,130,Daily
2025-10-22,Sorting Primary Colors,122,Daily
2025-10-23,Sorting Primary Colors,98,Daily
2025-10-24,Sorting Primary Colors,120,Daily
2025-10-25,Sorting Primary Colors,80,Daily
2025-10-26,Sorting Primary Colors,71,Daily
2025-10-27,Sorting Primary Colors,70,Daily
2025-10-28,Sorting Primary Colors,93,Daily
2025-10-29,Sorting Primary Colors,74,Daily
2025-10-30,Sorting Primary Colors,72,Daily
2025-10-31,Sorting Primary Colors,96,Daily
2025-11-01,Sorting Primary Colors,81,Daily
2025-11-02,Sorting Primary Colors,67,Daily
2025-11-03,Sorting Primary Colors,9,Daily
2025_36,Sorting Primary Colors,369,Weekly
2025_37,Sorting Primary Colors,18233,Weekly
2025_38,Sorting Primary Colors,3021,Weekly
2025_39,Sorting Primary Colors,3082,Weekly
2025_40,Sorting Primary Colors,1746,Weekly
2025_41,Sorting Primary Colors,1057,Weekly
2025_42,Sorting Primary Colors,654,Weekly
2025_43,Sorting Primary Colors,399,Weekly
2025-09,Sorting Primary Colors,21623,Monthly
2025-10,Sorting Primary Colors,6781,Monthly
2025-11,Sorting Primary Colors,157,Monthly
2025-07-30,Quantitative Comparison,656,Daily
2025-07-31,Quantitative Comparison,497,Daily
2025-08-01,Quantitative Comparison,403,Daily
2025-08-02,Quantitative Comparison,224,Daily
2025-08-03,Quantitative Comparison,90,Daily
2025-08-04,Quantitative Comparison,89,Daily
2025-08-05,Quantitative Comparison,111,Daily
2025-08-06,Quantitative Comparison,157,Daily
2025-08-07,Quantitative Comparison,146,Daily
2025-08-08,Quantitative Comparison,193,Daily
2025-08-09,Quantitative Comparison,156,Daily
2025-08-10,Quantitative Comparison,120,Daily
2025-08-11,Quantitative Comparison,69,Daily
2025-08-12,Quantitative Comparison,140,Daily
2025-08-13,Quantitative Comparison,177,Daily
2025-08-14,Quantitative Comparison,102,Daily
2025-08-15,Quantitative Comparison,133,Daily
2025-08-16,Quantitative Comparison,188,Daily
2025-08-17,Quantitative Comparison,107,Daily
2025-08-18,Quantitative Comparison,140,Daily
2025-08-19,Quantitative Comparison,143,Daily
2025-08-20,Quantitative Comparison,154,Daily
2025-08-21,Quantitative Comparison,89,Daily
2025-08-22,Quantitative Comparison,105,Daily
2025-08-23,Quantitative Comparison,151,Daily
2025-08-24,Quantitative Comparison,106,Daily
2025-08-25,Quantitative Comparison,68,Daily
2025-08-26,Quantitative Comparison,62,Daily
2025-08-27,Quantitative Comparison,73,Daily
2025-08-28,Quantitative Comparison,57,Daily
2025-08-29,Quantitative Comparison,65,Daily
2025-08-30,Quantitative Comparison,70,Daily
2025-08-31,Quantitative Comparison,51,Daily
2025-09-01,Quantitative Comparison,65,Daily
2025-09-02,Quantitative Comparison,65,Daily
2025-09-03,Quantitative Comparison,36,Daily
2025-09-04,Quantitative Comparison,23,Daily
2025-09-05,Quantitative Comparison,37,Daily
2025-09-06,Quantitative Comparison,27,Daily
2025-09-07,Quantitative Comparison,11,Daily
2025-09-08,Quantitative Comparison,24,Daily
2025-09-09,Quantitative Comparison,41,Daily
2025-09-10,Quantitative Comparison,43,Daily
2025-09-11,Quantitative Comparison,58,Daily
2025-09-12,Quantitative Comparison,60,Daily
2025-09-13,Quantitative Comparison,60,Daily
2025-09-14,Quantitative Comparison,51,Daily
2025-09-15,Quantitative Comparison,77,Daily
2025-09-16,Quantitative Comparison,70,Daily
2025-09-17,Quantitative Comparison,1903,Daily
2025-09-18,Quantitative Comparison,903,Daily
2025-09-19,Quantitative Comparison,2682,Daily
2025-09-20,Quantitative Comparison,1152,Daily
2025-09-21,Quantitative Comparison,232,Daily
2025-09-22,Quantitative Comparison,155,Daily
2025-09-23,Quantitative Comparison,105,Daily
2025-09-24,Quantitative Comparison,103,Daily
2025-09-25,Quantitative Comparison,63,Daily
2025-09-26,Quantitative Comparison,77,Daily
2025-09-27,Quantitative Comparison,59,Daily
2025-09-28,Quantitative Comparison,55,Daily
2025-09-29,Quantitative Comparison,65,Daily
2025-09-30,Quantitative Comparison,66,Daily
2025-10-01,Quantitative Comparison,40,Daily
2025-10-02,Quantitative Comparison,27,Daily
2025-10-03,Quantitative Comparison,31,Daily
2025-10-04,Quantitative Comparison,38,Daily
2025-10-05,Quantitative Comparison,20,Daily
2025-10-06,Quantitative Comparison,43,Daily
2025-10-07,Quantitative Comparison,38,Daily
2025-10-08,Quantitative Comparison,42,Daily
2025-10-09,Quantitative Comparison,35,Daily
2025-10-10,Quantitative Comparison,47,Daily
2025-10-11,Quantitative Comparison,40,Daily
2025-10-12,Quantitative Comparison,18,Daily
2025-10-13,Quantitative Comparison,33,Daily
2025-10-14,Quantitative Comparison,38,Daily
2025-10-15,Quantitative Comparison,40,Daily
2025-10-16,Quantitative Comparison,26,Daily
2025-10-17,Quantitative Comparison,39,Daily
2025-10-18,Quantitative Comparison,56,Daily
2025-10-19,Quantitative Comparison,36,Daily
2025-10-20,Quantitative Comparison,49,Daily
2025-10-21,Quantitative Comparison,25,Daily
2025-10-22,Quantitative Comparison,39,Daily
2025-10-23,Quantitative Comparison,27,Daily
2025-10-24,Quantitative Comparison,36,Daily
2025-10-25,Quantitative Comparison,43,Daily
2025-10-26,Quantitative Comparison,30,Daily
2025-10-27,Quantitative Comparison,38,Daily
2025-10-28,Quantitative Comparison,35,Daily
2025-10-29,Quantitative Comparison,30,Daily
2025-10-30,Quantitative Comparison,34,Daily
2025-10-31,Quantitative Comparison,42,Daily
2025-11-01,Quantitative Comparison,33,Daily
2025-11-02,Quantitative Comparison,17,Daily
2025_30,Quantitative Comparison,2070,Weekly
2025_31,Quantitative Comparison,981,Weekly
2025_32,Quantitative Comparison,990,Weekly
2025_33,Quantitative Comparison,735,Weekly
2025_34,Quantitative Comparison,446,Weekly
2025_35,Quantitative Comparison,199,Weekly
2025_36,Quantitative Comparison,419,Weekly
2025_37,Quantitative Comparison,7132,Weekly
2025_38,Quantitative Comparison,488,Weekly
2025_39,Quantitative Comparison,237,Weekly
2025_40,Quantitative Comparison,253,Weekly
2025_41,Quantitative Comparison,271,Weekly
2025_42,Quantitative Comparison,248,Weekly
2025_43,Quantitative Comparison,156,Weekly
2025-07,Quantitative Comparison,1153,Monthly
2025-08,Quantitative Comparison,3939,Monthly
2025-09,Quantitative Comparison,8368,Monthly
2025-10,Quantitative Comparison,1115,Monthly
2025-11,Quantitative Comparison,50,Monthly
2025-09-02,Relational Comparison II,1,Daily
2025-09-03,Relational Comparison II,61,Daily
2025-09-04,Relational Comparison II,39,Daily
2025-09-05,Relational Comparison II,34,Daily
2025-09-06,Relational Comparison II,31,Daily
2025-09-07,Relational Comparison II,17,Daily
2025-09-08,Relational Comparison II,30,Daily
2025-09-09,Relational Comparison II,104,Daily
2025-09-10,Relational Comparison II,80,Daily
2025-09-11,Relational Comparison II,57,Daily
2025-09-12,Relational Comparison II,48,Daily
2025-09-13,Relational Comparison II,35,Daily
2025-09-14,Relational Comparison II,45,Daily
2025-09-15,Relational Comparison II,34,Daily
2025-09-16,Relational Comparison II,82,Daily
2025-09-17,Relational Comparison II,52,Daily
2025-09-18,Relational Comparison II,32,Daily
2025-09-19,Relational Comparison II,46,Daily
2025-09-20,Relational Comparison II,37,Daily
2025-09-21,Relational Comparison II,37,Daily
2025-09-22,Relational Comparison II,40,Daily
2025-09-23,Relational Comparison II,41,Daily
2025-09-24,Relational Comparison II,62,Daily
2025-09-25,Relational Comparison II,45,Daily
2025-09-26,Relational Comparison II,55,Daily
2025-09-27,Relational Comparison II,164,Daily
2025-09-28,Relational Comparison II,98,Daily
2025-09-29,Relational Comparison II,197,Daily
2025-09-30,Relational Comparison II,134,Daily
2025-10-01,Relational Comparison II,98,Daily
2025-10-02,Relational Comparison II,40,Daily
2025-10-03,Relational Comparison II,44,Daily
2025-10-04,Relational Comparison II,45,Daily
2025-10-05,Relational Comparison II,36,Daily
2025-10-06,Relational Comparison II,31,Daily
2025-10-07,Relational Comparison II,55,Daily
2025-10-08,Relational Comparison II,197,Daily
2025-10-09,Relational Comparison II,160,Daily
2025-10-10,Relational Comparison II,259,Daily
2025-10-11,Relational Comparison II,152,Daily
2025-10-12,Relational Comparison II,28,Daily
2025-10-13,Relational Comparison II,30,Daily
2025-10-14,Relational Comparison II,28,Daily
2025-10-15,Relational Comparison II,2347,Daily
2025-10-16,Relational Comparison II,1063,Daily
2025-10-17,Relational Comparison II,1612,Daily
2025-10-18,Relational Comparison II,650,Daily
2025-10-19,Relational Comparison II,120,Daily
2025-10-20,Relational Comparison II,87,Daily
2025-10-21,Relational Comparison II,72,Daily
2025-10-22,Relational Comparison II,70,Daily
2025-10-23,Relational Comparison II,40,Daily
2025-10-24,Relational Comparison II,30,Daily
2025-10-25,Relational Comparison II,32,Daily
2025-10-26,Relational Comparison II,22,Daily
2025-10-27,Relational Comparison II,24,Daily
2025-10-28,Relational Comparison II,22,Daily
2025-10-29,Relational Comparison II,27,Daily
2025-10-30,Relational Comparison II,18,Daily
2025-10-31,Relational Comparison II,22,Daily
2025-11-01,Relational Comparison II,29,Daily
2025-11-02,Relational Comparison II,7,Daily
2025-11-03,Relational Comparison II,4,Daily
2025_34,Relational Comparison II,1,Weekly
2025_35,Relational Comparison II,316,Weekly
2025_36,Relational Comparison II,381,Weekly
2025_37,Relational Comparison II,285,Weekly
2025_38,Relational Comparison II,755,Weekly
2025_39,Relational Comparison II,349,Weekly
2025_40,Relational Comparison II,854,Weekly
2025_41,Relational Comparison II,5951,Weekly
2025_42,Relational Comparison II,240,Weekly
2025_43,Relational Comparison II,107,Weekly
2025-09,Relational Comparison II,1738,Monthly
2025-10,Relational Comparison II,7461,Monthly
2025-11,Relational Comparison II,40,Monthly
2025-09-12,Sorting Primary Shapes,91,Daily
2025-09-13,Sorting Primary Shapes,154,Daily
2025-09-14,Sorting Primary Shapes,131,Daily
2025-09-15,Sorting Primary Shapes,193,Daily
2025-09-16,Sorting Primary Shapes,248,Daily
2025-09-17,Sorting Primary Shapes,490,Daily
2025-09-18,Sorting Primary Shapes,272,Daily
2025-09-19,Sorting Primary Shapes,669,Daily
2025-09-20,Sorting Primary Shapes,379,Daily
2025-09-21,Sorting Primary Shapes,149,Daily
2025-09-22,Sorting Primary Shapes,103,Daily
2025-09-23,Sorting Primary Shapes,81,Daily
2025-09-24,Sorting Primary Shapes,88,Daily
2025-09-25,Sorting Primary Shapes,70,Daily
2025-09-26,Sorting Primary Shapes,85,Daily
2025-09-27,Sorting Primary Shapes,51,Daily
2025-09-28,Sorting Primary Shapes,45,Daily
2025-09-29,Sorting Primary Shapes,41,Daily
2025-09-30,Sorting Primary Shapes,42,Daily
2025-10-01,Sorting Primary Shapes,149,Daily
2025-10-02,Sorting Primary Shapes,88,Daily
2025-10-03,Sorting Primary Shapes,155,Daily
2025-10-04,Sorting Primary Shapes,182,Daily
2025-10-05,Sorting Primary Shapes,150,Daily
2025-10-06,Sorting Primary Shapes,177,Daily
2025-10-07,Sorting Primary Shapes,231,Daily
2025-10-08,Sorting Primary Shapes,113,Daily
2025-10-09,Sorting Primary Shapes,56,Daily
2025-10-10,Sorting Primary Shapes,88,Daily
2025-10-11,Sorting Primary Shapes,65,Daily
2025-10-12,Sorting Primary Shapes,63,Daily
2025-10-13,Sorting Primary Shapes,85,Daily
2025-10-14,Sorting Primary Shapes,105,Daily
2025-10-15,Sorting Primary Shapes,84,Daily
2025-10-16,Sorting Primary Shapes,55,Daily
2025-10-17,Sorting Primary Shapes,48,Daily
2025-10-18,Sorting Primary Shapes,35,Daily
2025-10-19,Sorting Primary Shapes,29,Daily
2025-10-20,Sorting Primary Shapes,31,Daily
2025-10-21,Sorting Primary Shapes,12,Daily
2025-10-22,Sorting Primary Shapes,20,Daily
2025-10-23,Sorting Primary Shapes,17,Daily
2025-10-24,Sorting Primary Shapes,12,Daily
2025-10-25,Sorting Primary Shapes,21,Daily
2025-10-26,Sorting Primary Shapes,9,Daily
2025-10-27,Sorting Primary Shapes,3,Daily
2025-10-28,Sorting Primary Shapes,17,Daily
2025-10-29,Sorting Primary Shapes,15,Daily
2025-10-30,Sorting Primary Shapes,17,Daily
2025-10-31,Sorting Primary Shapes,36,Daily
2025-11-01,Sorting Primary Shapes,17,Daily
2025-11-02,Sorting Primary Shapes,20,Daily
2025-11-03,Sorting Primary Shapes,6,Daily
2025_36,Sorting Primary Shapes,817,Weekly
2025_37,Sorting Primary Shapes,2143,Weekly
2025_38,Sorting Primary Shapes,422,Weekly
2025_39,Sorting Primary Shapes,1132,Weekly
2025_40,Sorting Primary Shapes,575,Weekly
2025_41,Sorting Primary Shapes,294,Weekly
2025_42,Sorting Primary Shapes,99,Weekly
2025_43,Sorting Primary Shapes,111,Weekly
2025-09,Sorting Primary Shapes,3382,Monthly
2025-10,Sorting Primary Shapes,2168,Monthly
2025-11,Sorting Primary Shapes,43,Monthly
2025-08-18,Numbers Comparison,300,Daily
2025-08-19,Numbers Comparison,264,Daily
2025-08-20,Numbers Comparison,2944,Daily
2025-08-21,Numbers Comparison,1306,Daily
2025-08-22,Numbers Comparison,2308,Daily
2025-08-23,Numbers Comparison,1131,Daily
2025-08-24,Numbers Comparison,288,Daily
2025-08-25,Numbers Comparison,154,Daily
2025-08-26,Numbers Comparison,115,Daily
2025-08-27,Numbers Comparison,131,Daily
2025-08-28,Numbers Comparison,75,Daily
2025-08-29,Numbers Comparison,60,Daily
2025-08-30,Numbers Comparison,50,Daily
2025-08-31,Numbers Comparison,38,Daily
2025-09-01,Numbers Comparison,74,Daily
2025-09-02,Numbers Comparison,40,Daily
2025-09-03,Numbers Comparison,20,Daily
2025-09-04,Numbers Comparison,24,Daily
2025-09-05,Numbers Comparison,33,Daily
2025-09-06,Numbers Comparison,21,Daily
2025-09-07,Numbers Comparison,8,Daily
2025-09-08,Numbers Comparison,14,Daily
2025-09-09,Numbers Comparison,16,Daily
2025-09-10,Numbers Comparison,16,Daily
2025-09-11,Numbers Comparison,38,Daily
2025-09-12,Numbers Comparison,36,Daily
2025-09-13,Numbers Comparison,27,Daily
2025-09-14,Numbers Comparison,31,Daily
2025-09-15,Numbers Comparison,23,Daily
2025-09-16,Numbers Comparison,32,Daily
2025-09-17,Numbers Comparison,29,Daily
2025-09-18,Numbers Comparison,21,Daily
2025-09-19,Numbers Comparison,31,Daily
2025-09-20,Numbers Comparison,38,Daily
2025-09-21,Numbers Comparison,38,Daily
2025-09-22,Numbers Comparison,36,Daily
2025-09-23,Numbers Comparison,33,Daily
2025-09-24,Numbers Comparison,40,Daily
2025-09-25,Numbers Comparison,34,Daily
2025-09-26,Numbers Comparison,36,Daily
2025-09-27,Numbers Comparison,89,Daily
2025-09-28,Numbers Comparison,38,Daily
2025-09-29,Numbers Comparison,74,Daily
2025-09-30,Numbers Comparison,54,Daily
2025-10-01,Numbers Comparison,54,Daily
2025-10-02,Numbers Comparison,22,Daily
2025-10-03,Numbers Comparison,23,Daily
2025-10-04,Numbers Comparison,28,Daily
2025-10-05,Numbers Comparison,29,Daily
2025-10-06,Numbers Comparison,34,Daily
2025-10-07,Numbers Comparison,27,Daily
2025-10-08,Numbers Comparison,2205,Daily
2025-10-09,Numbers Comparison,1223,Daily
2025-10-10,Numbers Comparison,2364,Daily
2025-10-11,Numbers Comparison,1210,Daily
2025-10-12,Numbers Comparison,224,Daily
2025-10-13,Numbers Comparison,140,Daily
2025-10-14,Numbers Comparison,114,Daily
2025-10-15,Numbers Comparison,87,Daily
2025-10-16,Numbers Comparison,36,Daily
2025-10-17,Numbers Comparison,23,Daily
2025-10-18,Numbers Comparison,21,Daily
2025-10-19,Numbers Comparison,20,Daily
2025-10-20,Numbers Comparison,19,Daily
2025-10-21,Numbers Comparison,22,Daily
2025-10-22,Numbers Comparison,28,Daily
2025-10-23,Numbers Comparison,14,Daily
2025-10-24,Numbers Comparison,18,Daily
2025-10-25,Numbers Comparison,20,Daily
2025-10-26,Numbers Comparison,12,Daily
2025-10-27,Numbers Comparison,26,Daily
2025-10-28,Numbers Comparison,19,Daily
2025-10-29,Numbers Comparison,16,Daily
2025-10-30,Numbers Comparison,21,Daily
2025-10-31,Numbers Comparison,43,Daily
2025-11-01,Numbers Comparison,18,Daily
2025-11-02,Numbers Comparison,11,Daily
2025-11-03,Numbers Comparison,5,Daily
2025_32,Numbers Comparison,564,Weekly
2025_33,Numbers Comparison,8246,Weekly
2025_34,Numbers Comparison,468,Weekly
2025_35,Numbers Comparison,136,Weekly
2025_36,Numbers Comparison,203,Weekly
2025_37,Numbers Comparison,226,Weekly
2025_38,Numbers Comparison,365,Weekly
2025_39,Numbers Comparison,217,Weekly
2025_40,Numbers Comparison,7480,Weekly
2025_41,Numbers Comparison,228,Weekly
2025_42,Numbers Comparison,137,Weekly
2025_43,Numbers Comparison,114,Weekly
2025-08,Numbers Comparison,9164,Monthly
2025-09,Numbers Comparison,1044,Monthly
2025-10,Numbers Comparison,8142,Monthly
2025-11,Numbers Comparison,34,Monthly
2025-07-30,Color Blue,7092,Daily
2025-07-31,Color Blue,3024,Daily
2025-08-01,Color Blue,5217,Daily
2025-08-02,Color Blue,2180,Daily
2025-08-03,Color Blue,394,Daily
2025-08-04,Color Blue,219,Daily
2025-08-05,Color Blue,122,Daily
2025-08-06,Color Blue,274,Daily
2025-08-07,Color Blue,211,Daily
2025-08-08,Color Blue,341,Daily
2025-08-09,Color Blue,338,Daily
2025-08-10,Color Blue,270,Daily
2025-08-11,Color Blue,125,Daily
2025-08-12,Color Blue,234,Daily
2025-08-13,Color Blue,293,Daily
2025-08-14,Color Blue,193,Daily
2025-08-15,Color Blue,264,Daily
2025-08-16,Color Blue,316,Daily
2025-08-17,Color Blue,222,Daily
2025-08-18,Color Blue,233,Daily
2025-08-19,Color Blue,268,Daily
2025-08-20,Color Blue,311,Daily
2025-08-21,Color Blue,229,Daily
2025-08-22,Color Blue,259,Daily
2025-08-23,Color Blue,338,Daily
2025-08-24,Color Blue,254,Daily
2025-08-25,Color Blue,122,Daily
2025-08-26,Color Blue,94,Daily
2025-08-27,Color Blue,180,Daily
2025-08-28,Color Blue,188,Daily
2025-08-29,Color Blue,143,Daily
2025-08-30,Color Blue,129,Daily
2025-08-31,Color Blue,107,Daily
2025-09-01,Color Blue,137,Daily
2025-09-02,Color Blue,133,Daily
2025-09-03,Color Blue,75,Daily
2025-09-04,Color Blue,45,Daily
2025-09-05,Color Blue,70,Daily
2025-09-06,Color Blue,42,Daily
2025-09-07,Color Blue,19,Daily
2025-09-08,Color Blue,53,Daily
2025-09-09,Color Blue,65,Daily
2025-09-10,Color Blue,67,Daily
2025-09-11,Color Blue,75,Daily
2025-09-12,Color Blue,116,Daily
2025-09-13,Color Blue,127,Daily
2025-09-14,Color Blue,105,Daily
2025-09-15,Color Blue,132,Daily
2025-09-16,Color Blue,122,Daily
2025-09-17,Color Blue,157,Daily
2025-09-18,Color Blue,121,Daily
2025-09-19,Color Blue,161,Daily
2025-09-20,Color Blue,186,Daily
2025-09-21,Color Blue,129,Daily
2025-09-22,Color Blue,135,Daily
2025-09-23,Color Blue,103,Daily
2025-09-24,Color Blue,101,Daily
2025-09-25,Color Blue,104,Daily
2025-09-26,Color Blue,173,Daily
2025-09-27,Color Blue,174,Daily
2025-09-28,Color Blue,89,Daily
2025-09-29,Color Blue,106,Daily
2025-09-30,Color Blue,130,Daily
2025-10-01,Color Blue,73,Daily
2025-10-02,Color Blue,51,Daily
2025-10-03,Color Blue,43,Daily
2025-10-04,Color Blue,68,Daily
2025-10-05,Color Blue,40,Daily
2025-10-06,Color Blue,44,Daily
2025-10-07,Color Blue,63,Daily
2025-10-08,Color Blue,87,Daily
2025-10-09,Color Blue,66,Daily
2025-10-10,Color Blue,104,Daily
2025-10-11,Color Blue,70,Daily
2025-10-12,Color Blue,43,Daily
2025-10-13,Color Blue,55,Daily
2025-10-14,Color Blue,32,Daily
2025-10-15,Color Blue,91,Daily
2025-10-16,Color Blue,62,Daily
2025-10-17,Color Blue,95,Daily
2025-10-18,Color Blue,85,Daily
2025-10-19,Color Blue,43,Daily
2025-10-20,Color Blue,61,Daily
2025-10-21,Color Blue,89,Daily
2025-10-22,Color Blue,73,Daily
2025-10-23,Color Blue,65,Daily
2025-10-24,Color Blue,82,Daily
2025-10-25,Color Blue,89,Daily
2025-10-26,Color Blue,69,Daily
2025-10-27,Color Blue,61,Daily
2025-10-28,Color Blue,68,Daily
2025-10-29,Color Blue,81,Daily
2025-10-30,Color Blue,77,Daily
2025-10-31,Color Blue,93,Daily
2025-11-01,Color Blue,64,Daily
2025-11-02,Color Blue,45,Daily
2025-11-03,Color Blue,16,Daily
2025_30,Color Blue,18248,Weekly
2025_31,Color Blue,1793,Weekly
2025_32,Color Blue,1789,Weekly
2025_33,Color Blue,1607,Weekly
2025_34,Color Blue,1017,Weekly
2025_35,Color Blue,369,Weekly
2025_36,Color Blue,744,Weekly
2025_37,Color Blue,992,Weekly
2025_38,Color Blue,877,Weekly
2025_39,Color Blue,382,Weekly
2025_40,Color Blue,457,Weekly
